v8-version,10,8,168,25,-node.11,0
v8-platform,macos,macos
shared-library,/usr/local/bin/node,0x10245c000,0x10384d348,38109184
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x196414bb0,0x1966040bc,368787456
shared-library,/usr/lib/libobjc.A.dylib,0x196012000,0x1960467e0,368787456
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x1994bc238,0x1994f2f40,368787456
shared-library,/usr/lib/liboah.dylib,0x1a1cf3c9c,0x1a1cf8da0,368787456
shared-library,/usr/lib/libfakelink.dylib,0x1a1d274d0,0x1a1d28b80,368787456
shared-library,/usr/lib/libicucore.A.dylib,0x198ef4c3c,0x19913f3f0,368787456
shared-library,/usr/lib/libSystem.B.dylib,0x1a1d244c8,0x1a1d24aec,368787456
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x1a1d29bbc,0x1a1d29e50,368787456
shared-library,/usr/lib/libc++abi.dylib,0x19635c1d8,0x19636fe58,368787456
shared-library,/usr/lib/libc++.1.dylib,0x1962cec40,0x19632f694,368787456
shared-library,/usr/lib/system/libcache.dylib,0x1a1d1e5ac,0x1a1d21370,368787456
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x1a1cda8c4,0x1a1ce5a84,368787456
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x1a1d04908,0x1a1d077cc,368787456
shared-library,/usr/lib/system/libcopyfile.dylib,0x1a1cfb680,0x1a1d01f30,368787456
shared-library,/usr/lib/system/libcorecrypto.dylib,0x19614a880,0x1961b5c0c,368787456
shared-library,/usr/lib/system/libdispatch.dylib,0x196201ec0,0x19623eda8,368787456
shared-library,/usr/lib/system/libdyld.dylib,0x1963bb250,0x1963dd064,368787456
shared-library,/usr/lib/system/libkeymgr.dylib,0x1a1d13760,0x1a1d13e48,368787456
shared-library,/usr/lib/system/libmacho.dylib,0x1a1cb4648,0x1a1cb89bc,368787456
shared-library,/usr/lib/system/libquarantine.dylib,0x1a12babc4,0x1a12bcba0,368787456
shared-library,/usr/lib/system/libremovefile.dylib,0x1a1d112fc,0x1a1d12c18,368787456
shared-library,/usr/lib/system/libsystem_asl.dylib,0x19b05e1f4,0x19b073000,368787456
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1960e69b8,0x1960e98d8,368787456
shared-library,/usr/lib/system/libsystem_c.dylib,0x19624c2e0,0x1962c2340,368787456
shared-library,/usr/lib/system/libsystem_collections.dylib,0x1a1d0885c,0x1a1d0c958,368787456
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x1a06fe54c,0x1a0701700,368787456
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x19f7955dc,0x19f7be6b0,368787456
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x1a19aa06c,0x1a19ae0c8,368787456
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1991a9680,0x1991b0170,368787456
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x1a1d14e04,0x1a1d1af38,368787456
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x1962489d0,0x19624aa50,368787456
shared-library,/usr/lib/system/libsystem_info.dylib,0x1963e7a00,0x19640e340,368787456
shared-library,/usr/lib/system/libsystem_m.dylib,0x1a1c7c0c0,0x1a1ca2eec,368787456
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x1961d5280,0x1961fa190,368787456
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x19afdca44,0x19afefaa0,368787456
shared-library,/usr/lib/system/libsystem_notify.dylib,0x199613010,0x199621b40,368787456
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x1a07033ac,0x1a0707030,368787456
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x1a1d0dc94,0x1a1d0f378,368787456
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x196373aa0,0x1963a5e84,368787456
